key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus,distractor1,distractor2,distractor3,distractor4,CorrAns,isi_duration,isi_dur_in_seconds,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp.rt,key_resp_4.rt
return,14.001,space,10.452,,,0,0,0,293,1,R, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,1,1,73,1,Y, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.596,
,,,,space,,0,2,2,197,1,G, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.427,
,,,,,,0,3,3,27,1,X,5, ,1,3,,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,,,0,4,4,302,1,X, , , , ,,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,,,0,5,5,299,1,X, , , , ,,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,6,6,10,1,O, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.461,
,,,,,,0,7,7,39,1,X,6,2, , ,,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,8,8,258,1,E, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.53,
,,,,,,0,9,9,166,1,X, , , , ,,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,10,10,224,1,W, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.414,
,,,,space,,0,11,11,127,1,S, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.578,
,,,,,,0,12,12,329,1,X,3,4, ,2,,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,,,0,13,13,31,1,X, , , , ,,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,14,14,244,1,J, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.461,
,,,,space,,0,15,15,309,1,H, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.377,
,,,,space,,0,16,16,67,1,Q, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.563,
,,,,space,,0,17,17,267,1,P, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.6,
,,,,space,,0,18,18,241,1,G, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.591,
,,,,,,0,19,19,84,1,X, , , , ,,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,20,20,201,1,K, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.423,
,,,,space,,0,21,21,152,1,U, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.596,
,,,,space,,0,22,22,165,1,J, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.463,
,,,,space,,0,23,23,215,1,E, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.468,
,,,,,,0,24,24,200,1,X,7, ,5,3,,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,25,25,250,1,V, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.468,
,,,,space,,0,26,26,160,1,D, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.433,
,,,,space,,0,27,27,169,1,L, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.491,
,,,,space,,0,28,28,99,1,N, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.428,
,,,,space,,0,29,29,115,1,R, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.467,
,,,,,,0,30,30,153,1,X,4,7, ,6,,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,31,31,312,1,K, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.491,
,,,,space,,0,32,32,30,1,N, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.529,
,,,,space,,0,33,33,272,1,D, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.454,
,,,,space,,0,34,34,178,1,Q, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.788,
,,,,,,0,35,35,125,1,X, , , , ,,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,36,36,308,1,G, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.471,
,,,,space,,0,37,37,314,1,L, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.506,
,,,,,,0,38,38,98,1,X, , , , ,,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,39,39,283,1,C, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.574,
,,,,space,,0,40,40,235,1,A, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.916,
,,,,space,,0,41,41,172,1,C, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.579,
,,,,space,,0,42,42,286,1,N, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.483,
,,,,space,,0,43,43,161,1,F, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.828,
,,,,,,0,44,44,133,1,X, ,4, ,6,,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,45,45,288,1,M, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.397,
,,,,,,0,46,46,145,1,X, , , , ,,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,,,0,47,47,335,1,P,,,,,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,48,48,97,1,B, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.533,
,,,,space,,0,49,49,0,1,Q, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.691,
,,,,,,0,50,50,315,1,X, , , , ,,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,51,51,194,1,D, , , , ,space,2000,2,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.421,
,,,,space,,0,52,52,216,1,R, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.845,
,,,,,,0,53,53,60,1,X,7,3,5, ,,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,,
,,,,space,,0,54,54,44,1,I, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.56,
,,,,space,,0,55,55,50,1,D, , , , ,space,1500,1.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.432,
,,,,space,,0,56,56,85,1,F, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.485,
,,,,space,,0,57,57,217,1,T, , , , ,space,2500,2.5,,001,2021-08-17_17h18.04.464,natb3,2021.2.3,MacIntel,62.5,611bcb5abee0cb706ff32d2b,6107d0959f7c4c3641818b95,611be115850b9f6062246fb6,0.412,
